card_id,rare,recording,title,name,sortie_cost,cc_cost,symbol1,symbol2,gender,weapon,type1,type2,type3,type4,n_skill_name1,n_skill_name2,n_skill_name3,n_skill_name4,n_skill_text1,n_skill_text2,n_skill_text3,n_skill_text4,s_skill_name1,s_skill_name2,s_skill_text1,s_skill_text2,c_power,s_power,range,class,job,flavor,illustrator
B01-037,N,B01,愛深き騎士,ミディア,3,2,光の剣,,女,槍,獣馬,,,,愛の双刃,ドラゴンランス,,,【味方の『アストリア』を行動済みにする】このユニットが攻撃した時、コストを支払うなら、戦闘終了まで、このユニットの戦闘力は＋４０される。,このユニットが<竜>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,60,10,1,上級職,パラディン,あの人にはもう一度お会いしたかった。それだけが心残りです。,MOMORI
B01-038,R,B01,天馬三姉妹の長姉,パオラ,3,2,光の剣,,女,槍,飛行,獣馬,,,トライアングルアタック,三姉妹の絆,,,【味方の『カチュア』と『エスト』を行動済みにする】このユニットが攻撃した時、コストを支払うなら、戦闘終了まで、このユニットの戦闘力は＋５０され、攻撃は神速回避されない。,このユニットが『カチュア』か『エスト』に支援されている場合、このユニットの戦闘力は＋１０される。,,,,,,,50,30,1,上級職,ファルコンナイト,いざ、参ります！　トライアングルアターック！！,HACCAN
B01-038,R+,B01,天馬三姉妹の長姉,パオラ,3,2,光の剣,,女,槍,飛行,獣馬,,,トライアングルアタック,三姉妹の絆,,,【味方の『カチュア』と『エスト』を行動済みにする】このユニットが攻撃した時、コストを支払うなら、戦闘終了まで、このユニットの戦闘力は＋５０され、攻撃は神速回避されない。,このユニットが『カチュア』か『エスト』に支援されている場合、このユニットの戦闘力は＋１０される。,,,,,,,50,30,1,上級職,ファルコンナイト,いざ、参ります！　トライアングルアターック！！,HACCAN
B01-039,N,B01,天馬を駆る姉騎士,パオラ,1,,光の剣,,女,槍,飛行,獣馬,,,ペガサス三姉妹,,,,"【,】自分のデッキから出撃コストが２以下の『カチュア』か『エスト』を１枚選び、出撃させる。その後、デッキをシャッフルする。",,,,天空の紋章,,自分の攻撃ユニット以外の味方を１体選ぶ。その味方を移動させてもよい。,,30,30,1,下級職,ペガサスナイト,たとえ祖国がどうなろうと私たちが集うのはミネルバ様のもとです。,まよ
B01-040,R,B01,天馬三姉妹の次女,カチュア,3,2,光の剣,,女,槍,飛行,獣馬,,,トライアングルアタック,三姉妹の絆,,,【味方の『パオラ』と『エスト』を行動済みにする】このユニットが攻撃した時、コストを支払うなら、戦闘終了まで、このユニットの戦闘力は＋５０され、攻撃は神速回避されない。,このユニットが『パオラ』か『エスト』に支援されている場合、このユニットの戦闘力は＋１０される。,,,,,,,50,30,1,上級職,ファルコンナイト,逃さないわ…覚悟！　トライアングルアターック！！,HACCAN
B01-040,R+,B01,天馬三姉妹の次女,カチュア,3,2,光の剣,,女,槍,飛行,獣馬,,,トライアングルアタック,三姉妹の絆,,,【味方の『パオラ』と『エスト』を行動済みにする】このユニットが攻撃した時、コストを支払うなら、戦闘終了まで、このユニットの戦闘力は＋５０され、攻撃は神速回避されない。,このユニットが『パオラ』か『エスト』に支援されている場合、このユニットの戦闘力は＋１０される。,,,,,,,50,30,1,上級職,ファルコンナイト,逃さないわ…覚悟！　トライアングルアターック！！,HACCAN
B01-041,N,B01,天馬を駆る女騎士,カチュア,1,,光の剣,,女,槍,飛行,獣馬,,,ペガサス三姉妹,,,,"【,】自分のデッキから出撃コストが２以下の『パオラ』か『エスト』を１枚選び、出撃させる。その後、デッキをシャッフルする。",,,,天空の紋章,,自分の攻撃ユニット以外の味方を１体選ぶ。その味方を移動させてもよい。,,30,30,1,下級職,ペガサスナイト,私たちも共に参ります！,まよ
B01-042,R,B01,天馬三姉妹の末っ子,エスト,3,2,光の剣,,女,槍,飛行,獣馬,,,トライアングルアタック,三姉妹の絆,,,【味方の『パオラ』と『カチュア』を行動済みにする】このユニットが攻撃した時、コストを支払うなら、戦闘終了まで、このユニットの戦闘力は＋５０され、攻撃は神速回避されない。,このユニットが『パオラ』か『カチュア』に支援されている場合、このユニットの戦闘力は＋１０される。,,,,,,,50,30,1,上級職,ファルコンナイト,いっきまーす！　トライアングルアターック！！,HACCAN
B01-042,R+,B01,天馬三姉妹の末っ子,エスト,3,2,光の剣,,女,槍,飛行,獣馬,,,トライアングルアタック,三姉妹の絆,,,【味方の『パオラ』と『カチュア』を行動済みにする】このユニットが攻撃した時、コストを支払うなら、戦闘終了まで、このユニットの戦闘力は＋５０され、攻撃は神速回避されない。,このユニットが『パオラ』か『カチュア』に支援されている場合、このユニットの戦闘力は＋１０される。,,,,,,,50,30,1,上級職,ファルコンナイト,いっきまーす！　トライアングルアターック！！,HACCAN
B01-043,N,B01,天馬を駆る妹騎士,エスト,1,,光の剣,,女,槍,飛行,獣馬,,,ペガサス三姉妹,,,,"【,】自分のデッキから出撃コストが２以下の『パオラ』か『カチュア』を１枚選び、出撃させる。その後、デッキをシャッフルする。",,,,天空の紋章,,自分の攻撃ユニット以外の味方を１体選ぶ。その味方を移動させてもよい。,,30,30,1,下級職,ペガサスナイト,わたしも頑張る…だってわたしも白騎士団の一員だから！,まよ
B01-044,N,B01,愛深き勇者,アストリア,3,2,光の剣,,男,剣,,,,,愛の双刃,ドラゴンソード,,,【味方の『ミディア』を行動済みにする】このユニットが攻撃した時、コストを支払うなら、戦闘終了まで、このユニットの戦闘力は＋４０される。,このユニットが<竜>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,60,10,1,上級職,勇者,…容赦はしない。,茶ちえ
B01-045,HN,B01,変幻自在,チェイニー,3,,光の剣,,男,剣,,,,,変身,,,,【】他の味方を１体選ぶ。ターン終了まで、このユニットのカード名と戦闘力以外はその味方のコピーになる。,,,,,,,,30,10,1,固定職,コマンド,おれたちは誰にでも変身できる。だけど、悪党に手を貸すのは真っ平ゴメンさ。,MOMORI
B01-046,SR,B01,マムクート・プリンセス,チキ,5,,光の剣,,女,竜石,竜,,,,竜姫の微笑み,長寿な竜一族,神竜石,,自分のターン中、このユニットの支援に成功したカードが退避エリアに置かれる場合、代わりに自分の絆エリアに置いてもよい。,自分の絆カードが８枚以上の場合、このユニットの戦闘力は＋３０される。,このユニットが<竜>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,60,20,1,固定職,マムクート,ずっと…こわい夢を見ていたみたい……,藤ちょこ
B01-047,N,B01,神竜族の王女,チキ,1,,光の剣,,女,竜石,竜,,,,長寿な竜一族,,,,自分の絆カードが４枚以上の場合、このユニットの戦闘力は＋３０される。,,,,竜人の紋章,,自分の攻撃ユニットが<光の剣>の場合、自分の手札を１枚選ぶ。そのカードを絆エリアに置いてもよい。,,30,20,1,固定職,マムクート,おにいちゃんって呼んじゃだめ？,藤ちょこ
B01-048,N,B01,アリティアの王女,エリス,2,,光の剣,,女,杖,,,,,オーム,エリスの想い,,,"【,】自分の退避エリアから出撃コストが２以下の<光の剣>のカードを１枚選び、出撃させる。そうしたなら、ゲーム終了まで、すべての味方は『オーム』を使用できない。",味方の『マルス』と『マリク』の戦闘力は＋１０される。,,,,,,,40,20,,下級職,シスター,マルス……立派になりましたね。,HMK84
B01-049,N,B01,異邦の剣士,アテナ,2,,光の剣,,女,剣,,,,,少女剣士の恩返し,サンダーソード,,,このカードは自分の退避エリアにカードが５枚以上なければ出撃できない。,【】ターン終了まで、このユニットの戦闘力は-１０され、このユニットに<魔法>と射程１-２が追加される。,,,,,,,60,10,1,下級職,剣士,受けた恩を返す。これ、人として当り前のこと。,lack
B01-050,SR,B01,ブラックナイツ,カミュ,5,4,光の剣,,男,槍,獣馬,,,,神槍 グラディウス,,,,【】出撃コストが２以下のすべての敵を撃破する。ターン終了まで、このスキルで撃破した敵１体につき、このユニットの戦闘力は＋１０され、このユニットに射程１-２が追加される。,,,,,,,,70,10,1,上級職,パラディン,私は騎士として生き騎士として死ぬ。それ以外に私の歩く道はない。,鈴木理華
B01-051,SR,B01,新たなる聖王,クロム,5,4,聖痕,,男,剣,,,,,聖王の威光,神剣 ファルシオン,,,"【,自分の手札から『クロム』を１枚退避エリアに置く】敵を好きな数だけ選び、移動させる。ターン終了まで、すべての味方の戦闘力は＋３０される。",このユニットが<竜>を攻撃している場合、このユニットの戦闘力は＋４０される。（はこのユニットがクラスチェンジしていなければ有効にならない）,,,,,,,70,20,1,上級職,マスターロード,この絆は…運命なんかよりもずっと強い。,北千里
B01-051,SR+,B01,新たなる聖王,クロム,5,4,聖痕,,男,剣,,,,,聖王の威光,神剣 ファルシオン,,,"【,自分の手札から『クロム』を１枚退避エリアに置く】敵を好きな数だけ選び、移動させる。ターン終了まで、すべての味方の戦闘力は＋３０される。",このユニットが<竜>を攻撃している場合、このユニットの戦闘力は＋４０される。（はこのユニットがクラスチェンジしていなければ有効にならない）,,,,,,,70,20,1,上級職,マスターロード,この絆は…運命なんかよりもずっと強い。,北千里
B01-052,N,B01,英雄王の末裔,クロム,2,,聖痕,,男,剣,,,,,勇敢なる王子,,,,【】敵を１体選び、移動させる。,,,,,,,,50,20,1,下級職,ロード,やるというのなら、相手になろう。,百瀬寿
B01-053,HN,B01,イーリス聖王国の王子,クロム,1,,聖痕,,男,剣,,,,,聖痕の輝き,,,,クラスチェンジしている他の味方１体につき、このユニットの戦闘力は＋１０される。,,,,英雄の紋章,,自分の攻撃ユニットが<聖痕>の場合、戦闘終了まで、そのユニットが攻撃で破壊するオーブは２つになる。,,40,20,1,下級職,ロード,守ってみせる！,萩谷薫
S02-001,ST,S02,聖王国の守護者,クロム,4,3,聖痕,,男,剣,,,,,クロム自警団,封剣 ファルシオン,,,他の味方がクラスチェンジした時、ターン終了まで、その味方の戦闘力は＋２０され、その味方が攻撃で破壊するオーブは２つになる。,このユニットが<竜>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,70,20,1,上級職,マスターロード,……ありがとう、みんな。俺は――戦う！,コザキユースケ
